Commune,UrbanLevel
"Ehrenfriedersdorf, Stadt",2
"Eibenstock, Stadt",3
Gelenau/Erzgeb.,2
Großolbersdorf,3
Großrückerswalde,3
"Grünhain-Beierfeld, Stadt",2
Hohndorf,2
Jahnsdorf/Erzgeb.,3
"Johanngeorgenstadt, Stadt",3
"Jöhstadt, Stadt",3
"Lauter-Bernsbach, Stadt",2
"Lößnitz, Stadt",2
"Marienberg, Stadt",3
Mildenau,3
Neukirchen/Erzgeb.,2
"Oberwiesenthal, Kurort, Stadt",3
"Oelsnitz/Erzgeb., Stadt",2
"Olbernhau, Stadt",2
"Pockau-Lengefeld, Stadt",3
Raschau-Markersbach,2
"Schneeberg, Stadt",2
Schönheide,3
"Schwarzenberg/Erzgeb., Stadt",2
Sehmatal,2
Stützengrün,3
"Thalheim/Erzgeb., Stadt",2
Thermalbad Wiesenbad,3
"Thum, Stadt",2
"Wolkenstein, Stadt",3
Bärenstein,3
Königswalde,3
Auerbach,2
Burkhardtsdorf,2
Gornsdorf,2
"Geyer, Stadt",3
Tannenberg,3
"Lugau/Erzgeb., Stadt",2
Niederwürschnitz,2
"Scheibenberg, Stadt",3
"Schlettau, Stadt",3
Deutschneudorf,3
Heidersdorf,3
"Seiffen/Erzgeb., Kurort",3
Niederdorf,2
"Stollberg/Erzgeb., Stadt",2
Gornau/Erzgeb.,3
"Zschopau, Stadt, Motorradstadt",2
Bockau,3
Zschorlau,2
"Elterlein, Stadt",3
"Zwönitz, Stadt",2
Börnichen/Erzgeb.,3
Grünhainichen,3
"Augustusburg, Stadt",3
Bobritzsch-Hilbersdorf,3
"Brand-Erbisdorf, Stadt",2
Claußnitz,2
"Döbeln, Stadt",2
Eppendorf,3
Erlau,3
"Flöha, Stadt",2
"Frankenberg/Sa., Stadt, Garnisonsstadt",2
"Frauenstein, Stadt",3
"Freiberg, Stadt, Universitätsstadt",2
"Geringswalde, Stadt",3
Großhartmannsdorf,3
"Großschirma, Stadt",3
Großweitzschen,3
"Hainichen, Stadt",2
Halsbrücke,3
"Hartha, Stadt",3
Hartmannsdorf,2
Jahnatal,3
Königshain-Wiederau,3
Kriebstein,3
"Leisnig, Stadt",3
Leubsdorf,3
Lichtenau,3
"Lunzenau, Stadt",3
Mulda/Sa.,3
Neuhausen/Erzgeb.,3
Niederwiesa,3
Oberschöna,3
"Oederan, Stadt",3
"Penig, Stadt",3
Rechenberg-Bienenmühle,3
Reinsberg,3
Rossau,3
"Roßwein, Stadt",3
Striegistal,3
"Waldheim, Stadt",2
Wechselburg,3
"Burgstädt, Stadt",2
Mühlau,3
Taura,2
Lichtenberg/Erzgeb.,3
Weißenborn/Erzgeb.,3
Altmittweida,2
"Mittweida, Stadt, Hochschulstadt",2
Königsfeld,3
"Rochlitz, Stadt, Stadt des Roten Porphyr",3
Seelitz,3
Zettlitz,3
Dorfchemnitz,3
"Sayda, Stadt",3
"Adorf/Vogtl., Stadt",3
"Auerbach/Vogtl., Stadt",2
Bad Brambach,3
"Bad Elster, Stadt",3
Ellefeld,2
"Elsterberg, Stadt",3
"Klingenthal, Stadt",2
"Lengenfeld, Stadt",3
"Markneukirchen, Stadt",3
Muldenhammer,3
Neumark,3
"Pausa-Mühltroff, Stadt",3
"Plauen, Stadt, Hochschulstadt",1
Pöhl,3
"Rodewisch, Stadt",2
Rosenbach/Vogtl.,3
Steinberg,3
Weischlitz,3
"Falkenstein/Vogtl., Stadt",2
Grünbach,2
Neustadt/Vogtl.,3
Limbach,3
"Netzschkau, Stadt",2
Bösenbrunn,3
Eichigt,3
"Oelsnitz/Vogtl., Stadt",2
Triebel/Vogtl.,3
Heinsdorfergrund,3
"Reichenbach im Vogtland, Stadt",2
Mühlental,3
"Schöneck/Vogtl., Stadt",3
Neuensalz,3
"Treuen, Stadt",3
Bergen,3
Theuma,3
Tirpersdorf,3
Werda,3
Callenberg,3
Fraureuth,2
Gersdorf,2
"Glauchau, Stadt",2
"Hartenstein, Stadt",3
"Hohenstein-Ernstthal, Stadt",2
Langenbernsdorf,3
Langenweißbach,3
Lichtentanne,2
Mülsen,2
Neukirchen/Pleiße,2
"Oberlungwitz, Stadt",2
Reinsdorf,2
"Werdau, Stadt",2
"Wildenfels, Stadt",3
"Wilkau-Haßlau, Stadt",2
"Zwickau, Stadt, Hochschulstadt",2
"Crimmitschau, Stadt",2
Dennheritz,3
Crinitzberg,3
Hartmannsdorf b. Kirchberg,2
Hirschfeld,3
"Kirchberg, Stadt",2
"Limbach-Oberfrohna, Stadt",2
Niederfrohna,2
"Meerane, Stadt",2
Schönberg,3
Bernsdorf,2
"Lichtenstein/Sa., Stadt",2
St. Egidien,3
Oberwiera,3
Remse,3
"Waldenburg, Stadt",3
"Dresden, Stadt",1
Arnsdorf,3
"Bautzen / Budyšin, Stadt, Hochschulstadt / Wysokošulske město",2
"Bernsdorf, Stadt",3
Burkau / Porchow,3
Cunewalde,3
Demitz-Thumitz,3
Doberschau-Gaußig / Dobruša-Huska,3
Elsterheide / Halštrowska Hola,3
"Elstra / Halštrow, Stadt",3
Göda / Hodźij,3
Großdubrau / Wulka Dubrawa,3
"Großröhrsdorf, Stadt",2
Haselbachtal,3
Hochkirch / Bukecy,3
"Hoyerswerda / Wojerecy, Stadt",2
"Kamenz / Kamjenc, Stadt",2
Königswartha / Rakecy,3
Kubschütz / Kubšicy,3
"Lauta, Stadt",2
Lohsa / Łaz,3
Malschwitz / Malešecy,3
Neukirch/Lausitz,2
Oßling / Wóslink,3
Ottendorf-Okrilla,2
"Radeberg, Stadt",2
Radibor / Radwor,3
"Schirgiswalde-Kirschau, Stadt",2
Schmölln-Putzkau,3
Schwepnitz,3
Sohland a. d. Spree,3
Spreetal / Sprjewiny Doł,3
Steinigtwolmsdorf,2
Wachau,3
"Weißenberg / Wóspork, Stadt",3
"Wilthen, Stadt",2
"Wittichenau / Kulow, Stadt",3
"Bischofswerda, Stadt",2
Rammenau,3
Frankenthal,3
Großharthau,3
Großpostwitz/O.L. / Budestecy,2
Obergurig / Hornja Hórka,3
"Königsbrück, Stadt",3
Laußnitz,3
Neukirch,3
Neschwitz / Njeswačidło,3
Puschwitz / Bóšicy,3
Großnaundorf,3
Lichtenberg,3
Ohorn,2
"Pulsnitz, Stadt",2
Steina,2
Crostwitz / Chrósćicy,3
Nebelschütz / Njebjelčicy,3
Panschwitz-Kuckau / Pančicy-Kukow,3
Räckelwitz / Worklecy,3
Ralbitz-Rosenthal / Ralbicy-Róžant,3
Boxberg/O.L. / Hamor,3
"Ebersbach-Neugersdorf, Stadt",2
"Görlitz, Stadt, Hochschulstadt",1
"Herrnhut, Stadt",3
Kottmar,2
Krauschwitz i.d. O.L. / Krušwica,2
Leutersdorf,2
Markersdorf,3
Mittelherwigsdorf,3
"Niesky, Stadt",2
Oderwitz,2
"Ostritz, Stadt",3
"Seifhennersdorf, Stadt",2
"Zittau, Stadt, Hochschulstadt",2
"Bad Muskau / Mužakow, Stadt",2
Gablenz / Jabłońc,3
"Bernstadt a. d. Eigen, Stadt",3
Schönau-Berzdorf a. d. Eigen,3
Großschönau,2
Hainewalde,3
Großschweidnitz,2
Lawalde,3
"Löbau, Stadt",2
Rosenbach,3
Dürrhennersdorf,3
"Neusalza-Spremberg, Stadt",3
Schönbach,3
Bertsdorf-Hörnitz,3
"Jonsdorf, Kurort",3
Olbersdorf,2
Oybin,3
Beiersdorf,3
Oppach,3
Königshain,3
"Reichenbach/O.L., Stadt",3
Vierkirchen,3
Kreba-Neudorf / Chrjebja-Nowa Wjes,3
Rietschen / Rěčicy,3
Hähnichen,3
"Rothenburg/O.L., Stadt",3
Groß Düben / Dźěwin,3
Schleife / Slepo,3
Trebendorf / Trjebin,3
Weißkeißel / Wuskidź,3
"Weißwasser/O.L., Stadt / Běła Woda",2
Hohendubrau / Wysoka Dubrawa,3
Mücka / Mikow,3
Quitzdorf am See / Kwetanecy pri jezoru,3
Waldhufen,3
Horka,3
Kodersdorf,3
Neißeaue,3
Schöpstal,3
"Coswig, Stadt",2
Diera-Zehren,3
Ebersbach,3
"Gröditz, Stadt",2
"Großenhain, Stadt",2
Hirschstein,3
Käbschütztal,3
Klipphausen,3
"Lommatzsch, Stadt",3
"Meißen, Stadt",2
Moritzburg,3
Niederau,3
"Nossen, Stadt",3
Priestewitz,3
"Radebeul, Stadt",2
"Radeburg, Stadt",3
"Riesa, Stadt",2
Stauchitz,3
"Strehla, Stadt",3
Thiendorf,3
Weinböhla,2
Zeithain,3
Glaubitz,3
Nünchritz,3
Röderaue,3
Wülknitz,3
Lampertswalde,3
Schönfeld,3
Bannewitz,2
"Dippoldiswalde, Stadt",2
Dürrröhrsdorf-Dittersbach,3
"Freital, Stadt",2
"Glashütte, Stadt",3
"Heidenau, Stadt",2
"Hohnstein, Stadt",3
Kreischa,3
"Neustadt in Sachsen, Stadt",2
"Rabenau, Stadt",3
"Sebnitz, Stadt",2
"Stolpen, Stadt",3
"Wilsdruff, Stadt",3
"Altenberg, Stadt",3
Hermsdorf/Erzgeb.,3
"Bad Gottleuba-Berggießhübel, Stadt",3
Bahretal,3
"Liebstadt, Stadt",3
"Bad Schandau, Stadt",3
Rathmannsdorf,3
Reinhardtsdorf-Schöna,3
"Dohna, Stadt",2
Müglitztal,3
Gohrisch,3
"Königstein/Sächs. Schw., Stadt",3
"Rathen, Kurort",3
Rosenthal-Bielatal,3
Struppen,3
Lohmen,3
"Stadt Wehlen, Stadt",3
Dohma,3
"Pirna, Stadt",2
Hartmannsdorf-Reichenau,3
Klingenberg,3
Dorfhain,3
"Tharandt, Stadt",3
"Leipzig, Stadt",1
Bennewitz,2
"Böhlen, Stadt",2
"Borna, Stadt",2
Borsdorf,2
"Brandis, Stadt",2
"Colditz, Stadt",3
"Frohburg, Stadt",3
"Geithain, Stadt",3
"Grimma, Stadt",2
"Groitzsch, Stadt",2
Großpösna,2
"Kitzscher, Stadt",3
Lossatal,3
Machern,3
"Markkleeberg, Stadt",2
"Markranstädt, Stadt",2
Neukieritzsch,3
"Regis-Breitingen, Stadt",3
"Rötha, Stadt",2
Thallwitz,3
"Trebsen/Mulde, Stadt",3
"Wurzen, Stadt",2
"Zwenkau, Stadt",2
"Bad Lausick, Stadt",3
Otterwisch,3
Belgershain,2
"Naunhof, Stadt",2
Parthenstein,3
Elstertrebnitz,2
"Pegau, Stadt",2
"Bad Düben, Stadt",2
"Belgern-Schildau, Stadt",3
Cavertitz,3
"Dahlen, Stadt",3
"Delitzsch, Stadt",2
Doberschütz,3
"Eilenburg, Stadt",2
Laußig,3
Liebschützberg,3
Löbnitz,3
Mockrehna,3
"Mügeln, Stadt",3
Naundorf,3
"Oschatz, Stadt",2
Rackwitz,3
"Schkeuditz, Stadt",2
"Taucha, Stadt",2
Wermsdorf,3
Wiedemar,3
Arzberg,3
Beilrode,3
"Dommitzsch, Stadt",3
Elsnig,3
Trossin,3
Krostitz,3
Schönwölkau,3
Dreiheide,3
"Torgau, Stadt",2
Jesewitz,3
Zschepplin,3
"Dessau-Roßlau, Stadt",2
"Halle (Saale), Stadt",1
"Magdeburg, Landeshauptstadt",1
"Arendsee (Altmark), Stadt",3
"Gardelegen, Hansestadt",3
"Kalbe (Milde), Stadt",3
"Klötze, Stadt",3
"Salzwedel, Hansestadt",2
"Apenburg-Winterfeld, Flecken",3
Beetzendorf,3
Dähre,3
"Diesdorf, Flecken",3
Jübar,3
Kuhfelde,3
Rohrberg,3
Wallstawe,3
"Aken (Elbe), Stadt",2
"Bitterfeld-Wolfen, Stadt",2
"Köthen (Anhalt), Stadt",2
Muldestausee,3
Osternienburger Land,3
"Raguhn-Jeßnitz, Stadt",3
"Sandersdorf-Brehna, Stadt",3
"Südliches Anhalt, Stadt",3
"Zerbst/Anhalt, Stadt",2
"Zörbig, Stadt",3
Barleben,2
"Haldensleben, Stadt",2
Hohe Börde,3
Niedere Börde,3
"Oebisfelde-Weferlingen, Stadt",3
"Oschersleben (Bode), Stadt",2
Sülzetal,3
"Wanzleben-Börde, Stadt",3
"Wolmirstedt, Stadt",2
Angern,3
Burgstall,3
Colbitz,3
Loitsche-Heinrichsberg,3
Rogätz,3
Westheide,3
Zielitz,3
Altenhausen,3
Beendorf,3
Bülstringen,3
Calvörde,3
Erxleben,3
Flechtingen,3
Ingersleben,3
Eilsleben,3
Harbke,3
Hötensleben,3
Sommersdorf,3
Ummendorf,3
Völpke,3
Wefensleben,3
Am Großen Bruch,3
Ausleben,3
"Gröningen, Stadt",3
"Kroppenstedt, Stadt",3
Elsteraue,3
"Hohenmölsen, Stadt",2
"Lützen, Stadt",3
"Naumburg (Saale), Stadt",2
"Teuchern, Stadt",3
"Weißenfels, Stadt",2
"Zeitz, Stadt",2
An der Poststraße,3
"Bad Bibra, Stadt",3
"Eckartsberga, Stadt",3
Finne,3
Finneland,3
Kaiserpfalz,3
Lanitz-Hassel-Tal,3
Droyßig,3
Gutenborn,3
Kretzschau,3
Schnaudertal,3
Wetterzeube,3
Balgstädt,3
"Freyburg (Unstrut), Stadt",3
Gleina,3
Goseck,3
Karsdorf,3
"Laucha an der Unstrut, Stadt",3
"Nebra (Unstrut), Stadt",3
Meineweh,3
Mertendorf,3
Molauer Land,3
"Osterfeld, Stadt",3
Schönburg,3
"Stößen, Stadt",3
Wethau,3
"Ballenstedt, Stadt",2
"Blankenburg (Harz), Stadt",2
"Falkenstein/Harz, Stadt",3
"Halberstadt, Stadt",2
"Harzgerode, Stadt",3
Huy,3
"Ilsenburg (Harz), Stadt",2
Nordharz,3
"Oberharz am Brocken, Stadt",3
"Osterwieck, Stadt",3
"Quedlinburg, Welterbestadt",2
"Thale, Stadt",2
"Wernigerode, Stadt",2
Ditfurt,3
Groß Quenstedt,3
Harsleben / Harschlewe,3
Hedersleben,3
"Schwanebeck, Stadt",3
Selke-Aue,3
"Wegeleben, Stadt",3
Biederitz,2
"Burg, Stadt",2
Elbe-Parey,3
"Genthin, Stadt",2
"Gommern, Stadt",3
"Jerichow, Stadt",3
"Möckern, Stadt",3
Möser,3
"Allstedt, Stadt",3
"Arnstein, Stadt",3
"Eisleben, Lutherstadt",2
"Gerbstedt, Stadt",3
"Hettstedt, Stadt",2
"Mansfeld, Stadt",3
"Sangerhausen, Stadt",2
Seegebiet Mansfelder Land,3
Südharz,3
Berga,3
Brücken-Hackpfüffel,3
Edersleben,3
"Kelbra (Kyffhäuser), Stadt",3
Wallhausen,3
Ahlsdorf,2
Benndorf,2
Blankenheim,3
Bornstedt,3
Helbra,2
Hergisdorf,2
Klostermansfeld,2
Wimmelburg,2
"Bad Dürrenberg, Solestadt",2
"Bad Lauchstädt, Goethestadt",3
"Braunsbedra, Stadt",3
Kabelsketal,3
"Landsberg, Stadt",3
"Leuna, Stadt",3
"Wettin-Löbejün, Stadt",3
"Merseburg, Stadt",2
"Mücheln (Geiseltal), Stadt",3
Petersberg,3
"Querfurt, Stadt",2
Salzatal,3
Schkopau,3
Teutschenthal,3
Barnstädt,3
Farnstädt,3
Nemsdorf-Göhrendorf,3
Obhausen,3
"Schraplau, Stadt",3
Steigra,3
"Aschersleben, Stadt",2
"Barby, Stadt",3
"Bernburg (Saale), Stadt",2
Bördeland,3
"Calbe (Saale), Stadt",2
"Hecklingen, Stadt",3
"Könnern, Stadt",3
"Nienburg (Saale), Stadt",3
"Schönebeck (Elbe), Stadt",2
"Seeland, Stadt",3
"Staßfurt, Stadt",2
Bördeaue,3
Börde-Hakel,3
Borne,3
"Egeln, Stadt",3
Wolmirsleben,3
"Alsleben (Saale), Stadt",3
Giersleben,3
"Güsten, Stadt",3
Ilberstedt,3
Plötzkau,3
"Bismark (Altmark), Stadt",3
"Havelberg, Hansestadt",3
"Osterburg (Altmark), Hansestadt",3
"Stendal, Hansestadt",2
"Tangerhütte, Stadt",3
"Tangermünde, Stadt",2
"Arneburg, Stadt",3
Eichstedt (Altmark),3
Goldbeck,3
Hassel,3
Hohenberg-Krusemark,3
Iden,3
Rochau,3
"Werben (Elbe), Hansestadt",3
Kamern,3
Klietz,3
"Sandau (Elbe), Stadt",3
Schollene,3
Schönhausen (Elbe),3
Wust-Fischbeck,3
Aland,3
Altmärkische Höhe,3
Altmärkische Wische,3
"Seehausen (Altmark), Hansestadt",3
Zehrental,3
"Annaburg, Stadt",3
"Bad Schmiedeberg, Stadt",3
"Coswig (Anhalt), Stadt",3
"Gräfenhainichen, Stadt",3
"Jessen (Elster), Stadt",3
"Kemberg, Stadt",3
"Oranienbaum-Wörlitz, Stadt",3
"Wittenberg, Lutherstadt",2
"Zahna-Elster, Stadt",3
"Erfurt, Stadt",1
"Gera, Stadt",1
"Jena, Stadt",1
"Suhl, Stadt",2
"Weimar, Stadt",2
"Heilbad Heiligenstadt, Stadt",2
Niederorschel,3
"Leinefelde-Worbis, Stadt",2
Am Ohmberg,3
Sonnenstein,3
"Dingelstädt, Stadt",3
Berlingerode,3
Brehme,3
Ecklingerode,3
Ferna,3
Tastungen,3
Wehnde,3
Teistungen,3
Breitenworbis,3
Buhla,3
Gernrode,3
Haynrode,3
Kirchworbis,3
Arenshausen,3
Bornhagen,3
Burgwalde,3
Freienhagen,3
Fretterode,3
Gerbershausen,3
Hohengandern,3
Kirchgandern,3
Lindewerra,3
Marth,3
Rohrberg,3
Rustenfelde,3
Schachtebich,3
Wahlhausen,3
Bodenrode-Westhausen,3
Geisleden,3
Heuthen,3
Reinholterode,3
Steinbach,3
Wingerode,3
Büttstedt,3
Effelder,3
Großbartloff,3
Küllstedt,3
Wachstedt,3
Dieterode,3
Geismar,3
Kella,3
Krombach,3
Pfaffschwende,3
Schwobfeld,3
Sickerode,3
Volkerode,3
Wiesenfeld,3
Schimberg,3
Asbach-Sickenberg,3
Dietzenrode/Vatterode,3
Uder,3
"Ellrich, Stadt",3
"Nordhausen, Stadt",2
Sollstedt,3
Hohenstein,3
Werther,3
Harztor,2
Görsbach,3
Urbach,3
"Heringen/Helme, Stadt",3
Großlohra,3
Kehmstedt,3
Kleinfurra,3
Lipprechterode,3
Niedergebra,3
"Bleicherode, Stadt",3
Barchfeld-Immelborn,3
"Treffurt, Stadt",3
Unterbreizbach,3
"Vacha, Stadt",3
Wutha-Farnroda,2
Gerstungen,3
Hörselberg-Hainich,3
"Bad Liebenstein, Stadt",2
Krayenberggemeinde,3
"Werra-Suhl-Tal, Stadt",3
"Eisenach, Stadt",2
Berka v. d. Hainich,3
Bischofroda,3
Krauthausen,3
Lauterbach,3
Nazza,3
"Amt Creuzburg, Stadt",3
"Bad Salzungen, Stadt",2
Leimbach,2
Buttlar,3
"Geisa, Stadt",3
Gerstengrund,3
Schleid,3
"Ruhla, Stadt",3
Seebach,2
Dermbach,3
Empfertshausen,3
Oechsen,3
Weilar,3
Wiesenthal,3
"Bad Langensalza, Stadt",2
"Mühlhausen/Thüringen, Stadt",2
Unstruttal,3
Südeichsfeld,3
Unstrut-Hainich,3
"Bad Tennstedt, Stadt",3
Ballhausen,3
Blankenburg,3
Bruchstedt,3
Haussömmern,3
Hornsömmern,3
Kirchheilingen,3
Kutzleben,3
Mittelsömmern,3
Sundhausen,3
Tottleben,3
Urleben,3
Großvargula,3
Herbsleben,3
Kammerforst,3
Oppershausen,3
Vogtei,3
Körner,3
Marolterode,3
"Nottertal-Heilinger Höhen, Stadt",3
"Bad Frankenhausen/Kyffhäuser, Stadt",2
Helbedündorf,3
"Sondershausen, Stadt",2
Kyffhäuserland,3
"Roßleben-Wiehe, Stadt",3
"Greußen, Stadt",3
"Clingen, Stadt",3
Niederbösa,3
Oberbösa,3
Topfstedt,3
Trebra,3
Wasserthaleben,3
Westgreußen,3
Abtsbessingen,3
Bellstedt,3
"Ebeleben, Stadt",3
Freienbessingen,3
Holzsußra,3
Rockstedt,3
Borxleben,3
Gehofen,3
Kalbsrieth,3
Mönchpfiffel-Nikolausrieth,3
Reinsdorf,3
"Artern, Stadt",3
Etzleben,3
Oberheldrungen,3
"An der Schmücke, Stadt",3
Floh-Seligenthal,3
"Oberhof, Stadt",3
"Schmalkalden, Stadt",2
"Steinbach-Hallenberg, Stadt",2
"Brotterode-Trusetal, Stadt",3
"Zella-Mehlis, Stadt",2
Rhönblick,3
Grabfeld,3
Birx,3
Erbenhausen,3
Frankenheim/Rhön,3
Oberweid,3
"Kaltennordheim, Stadt",3
Friedelshausen,3
Mehmels,3
Schwallungen,3
"Wasungen, Stadt",3
Belrieth,3
Christes,3
Dillstädt,3
Einhausen,3
Ellingshausen,3
Kühndorf,3
Leutersdorf,3
Neubrunn,3
Obermaßfeld-Grimmenthal,3
Ritschenhausen,3
Rohr,3
Schwarza,3
Utendorf,3
Vachdorf,3
"Meiningen, Stadt",2
Rippershausen,3
Untermaßfeld,3
Breitungen/Werra,3
Fambach,3
Rosa,3
Roßdorf,3
"Friedrichroda, Stadt",3
"Gotha, Stadt",2
Bad Tabarz,3
"Tambach-Dietharz/Thür. Wald, Stadt",3
"Waltershausen, Stadt",2
Nesse-Apfelstädt,3
Hörsel,3
Bienstädt,3
Eschenbergen,3
Friemar,3
Molschleben,3
Nottleben,3
Pferdingsleben,3
Tröchtelborn,3
Tüttleben,3
Zimmernsupra,3
Dachwig,3
Döllstädt,3
Gierstädt,3
Großfahner,3
Tonna,3
Luisenthal,3
"Ohrdruf, Stadt",3
Schwabhausen,3
Drei Gleichen,3
Sonneborn,3
Nessetal,3
Emleben,3
Georgenthal,3
"Kölleda, Stadt",3
"Sömmerda, Stadt",2
"Weißensee, Stadt",3
Buttstädt,3
Andisleben,3
"Gebesee, Stadt",3
Ringleben,3
Walschleben,3
Büchel,3
Griefstedt,3
Günstedt,3
Kindelbrück,3
Großneuhausen,3
Kleinneuhausen,3
Ostramondra,3
"Rastenberg, Stadt",3
Gangloffsömmern,3
Haßleben,3
Riethnordhausen,3
Schwerstedt,3
Straußfurt,3
Werningshausen,3
Wundersleben,3
Alperstedt,3
Eckstedt,3
Großmölsen,3
Großrudestedt,3
Kleinmölsen,3
Markvippach,3
Nöda,3
Ollendorf,3
Schloßvippach,3
Sprötau,3
Udestedt,3
Vogelsberg,3
Elxleben,3
Witterda,3
"Eisfeld, Stadt",3
"Hildburghausen, Stadt",2
Schleusegrund,3
"Schleusingen, Stadt",3
Veilsdorf,3
Masserberg,3
"Römhild, Stadt",3
Ahlstädt,3
Beinerstadt,3
Bischofrod,3
Dingsleben,3
Ehrenberg,3
Eichenberg,3
Grimmelshausen,3
Grub,3
Henfstädt,3
Kloster Veßra,3
Lengfeld,3
Marisfeld,3
Oberstadt,3
Reurieth,3
Schmeheim,3
St.Bernhard,3
"Themar, Stadt",3
Schlechtsart,3
Schweickershausen,3
Straufhain,3
"Ummerstadt, Stadt",3
Westhausen,3
"Heldburg, Stadt",3
Brünn/Thür.,3
Auengrund,3
"Arnstadt, Stadt",2
Amt Wachsenburg,3
"Ilmenau, Stadt",2
"Stadtilm, Stadt",3
Geratal,3
"Großbreitenbach, Stadt",3
Elgersburg,3
Martinroda,3
"Plaue, Stadt",3
Alkersleben,3
Bösleben-Wüllersleben,3
Dornheim,3
Elleben,3
Elxleben,3
Osthausen-Wülfershausen,3
Witzleben,3
"Apolda, Stadt",2
"Bad Berka, Stadt",2
"Blankenhain, Stadt",3
Ilmtal-Weinstraße,3
Grammetal,3
Hohenfelden,3
Klettbach,3
"Kranichfeld, Stadt",3
Nauendorf,3
Rittersdorf,3
Tonndorf,3
Buchfart,3
Döbritschen,3
Frankendorf,3
Großschwabhausen,3
Hammerstedt,3
Hetschburg,3
Kapellendorf,3
Kiliansroda,3
Kleinschwabhausen,3
Lehnstedt,3
"Magdala, Stadt",3
Mechelroda,3
Mellingen,2
Oettern,3
Umpferstedt,3
Vollersroda,3
Wiegendorf,3
"Bad Sulza, Stadt",3
Eberstedt,3
Großheringen,3
Niedertrebra,3
Obertrebra,3
Schmiedehausen,3
Ballstedt,3
Ettersburg,3
"Neumark, Stadt",3
Am Ettersberg,3
"Lauscha, Stadt",3
"Schalkau, Stadt",3
"Sonneberg, Stadt",2
"Steinach, Stadt",3
Frankenblick,3
Föritztal,3
Goldisthal,3
"Neuhaus am Rennweg, Stadt",3
"Bad Blankenburg, Stadt",2
"Rudolstadt, Stadt",2
"Saalfeld/Saale, Stadt",2
"Leutenberg, Stadt",3
Uhlstädt-Kirchhasel,3
Unterwellenborn,2
"Gräfenthal, Stadt",3
"Lehesten, Stadt",3
Probstzella,3
Cursdorf,3
Deesbach,3
Döschnitz,3
Katzhütte,3
Meura,3
Rohrbach,3
Schwarzburg,3
Sitzendorf,3
Unterweißbach,3
"Schwarzatal, Stadt",3
Altenbeuthen,3
Hohenwarte,3
Kaulsdorf,3
Drognitz,3
Allendorf,3
Bechstedt,3
"Königsee, Stadt",3
"Kahla, Stadt",2
Crossen an der Elster,3
Hartmannsdorf,3
Heideland,3
Rauda,3
Silbitz,3
Walpernhain,3
"Schkölen, Stadt",3
Bremsnitz,3
Eineborn,3
Geisenhain,3
Gneus,3
Großbockedra,3
Karlsdorf,3
Kleinbockedra,3
Kleinebersdorf,3
Lippersdorf-Erdmannsdorf,3
Meusebach,3
Oberbodnitz,3
Ottendorf,3
Rattelsdorf,3
Rausdorf,3
Renthendorf,3
Tautendorf,3
Tissa,3
Trockenborn-Wolfersdorf,3
Tröbnitz,3
Waltersdorf,3
Weißbach,3
Altenberga,3
Bibra,3
Bucha,3
Eichenberg,3
Freienorla,3
Großeutersdorf,3
Großpürschütz,3
Gumperda,3
Hummelshain,3
Kleineutersdorf,2
Laasdorf,3
Lindig,3
Milda,3
"Orlamünde, Stadt",3
Reinstädt,3
Rothenstein,3
Schöps,3
Seitenroda,3
Sulza,3
Unterbodnitz,3
Zöllnitz,2
"Hermsdorf, Stadt",2
Mörsdorf,3
Reichenbach,3
Schleifreisen,2
St.Gangloff,3
"Dornburg-Camburg, Stadt",3
Frauenprießnitz,3
Golmsdorf,3
Großlöbichau,3
Hainichen,3
Jenalöbnitz,3
Lehesten,3
Löberschütz,3
Neuengönna,2
Tautenburg,3
Thierschneck,3
Wichmar,3
Zimmern,3
Möckern,3
Ruttersdorf-Lotschen,3
"Stadtroda, Stadt",3
"Bürgel, Stadt",3
Graitschen b. Bürgel,3
Nausnitz,3
Poxdorf,3
"Eisenberg, Stadt",2
Gösen,3
Hainspitz,3
Mertendorf,3
Petersberg,3
Rauschwitz,3
Albersdorf,3
Bad Klosterlausnitz,2
Bobeck,3
Scheiditz,3
Schlöben,3
Schöngleina,3
Serba,3
Tautenhain,3
Waldeck,3
Weißenborn,2
"Hirschberg, Stadt",3
"Bad Lobenstein, Stadt",3
"Pößneck, Stadt",2
"Schleiz, Stadt",2
"Gefell, Stadt",3
"Tanna, Stadt",3
"Wurzbach, Stadt",3
Remptendorf,3
"Saalburg-Ebersdorf, Stadt",3
Rosenthal am Rennsteig,3
Dittersdorf,3
Görkwitz,3
Göschitz,3
Kirschkau,3
Löhma,3
Moßbach,3
Neundorf (bei Schleiz),3
Oettersdorf,2
Plothen,3
Pörmitz,3
Tegau,3
Volkmannsdorf,3
Bodelwitz,2
Döbritz,3
Gertewitz,3
Grobengereuth,3
Langenorla,3
Lausnitz b. Neustadt an der Orla,3
Nimritz,3
Oberoppurg,3
Oppurg,3
Quaschwitz,3
Solkwitz,3
Weira,3
Wernburg,3
Dreitzsch,3
Geroda,3
Lemnitz,3
Miesitz,3
Mittelpöllnitz,3
Rosendorf,3
Schmieritz,3
Tömmelsdorf,3
"Triptis, Stadt",3
Eßbach,3
Gössitz,3
Keila,3
Moxa,3
Paska,3
Peuschen,3
"Ranis, Stadt",3
Schmorda,3
Schöndorf,3
Seisla,3
Wilhelmsdorf,3
"Ziegenrück, Stadt",3
Krölpa,3
Kospoda,3
"Neustadt an der Orla, Stadt",2
